TF,Bigram TF,No. of Stop_words,Out of Context,"Arts, Culture, Entertainment, Sports",Conspiracy,Business and Industrial,"economy, business and finance",Religion and belief,"Law, Government and Politics",Education,Technology and Computing,Science,Sixltr,conj,interrog,number,negemo,social,certain,percept,focuspast,focuspresent,time,PERSON,TIME,ORG,GPE
58,15,0.4492600422832981,628,0.5748,0.0,0.0,0.0,0.0,0.0,0.0,0.5748,0.0,20.75,5.95,3.03,1.58,2.18,13.23,0.73,4.37,3.52,12.5,3.52,,,,
70,13,0.3224043715846995,1181,0.4508,0.0,0.0,0.5071,0.0,0.0,0.0,0.4508,0.0,19.57,3.76,1.51,3.89,1.25,16.06,1.51,3.76,4.27,8.03,5.77,,,,
44,6,0.4061488673139159,1979,0.5577,0.0,0.0,0.0,0.0,0.0,0.0,0.5577,0.0,20.22,4.41,2.02,1.47,1.29,13.42,1.47,3.12,3.86,11.58,5.88,,,,
166,43,0.3974554707379135,2479,0.0,0.0,0.0,0.6231,0.0,0.0,0.0,0.0,0.0,18.28,6.02,0.99,2.51,2.16,14.72,1.52,3.1,2.75,10.4,6.02,,,,
32,8,0.4157303370786517,398,0.4896,0.0,0.0,0.0,0.0,0.0,0.0,0.4896,0.0,16.59,3.86,2.27,1.36,2.27,15.45,1.14,3.86,3.18,10.68,7.5,,,,
23,5,0.3670212765957447,1541,0.5618666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5618666666666666,0.0,22.75,2.99,1.5,2.1,2.1,13.47,0.6,4.79,6.29,3.89,3.59,,,,
46,9,0.3780068728522337,2864,0.51345,0.0,0.0,0.0,0.0,0.0,0.0,0.51345,0.0,19.69,4.83,0.97,2.7,3.09,13.13,0.39,4.63,4.05,8.11,4.63,,,,
22,2,0.37894736842105264,416,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,17.28,8.23,0.41,4.12,4.53,11.93,0.82,2.47,5.35,10.29,7.0,,,,
29,7,0.3716075156576201,927,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,18.11,4.47,1.24,0.74,1.24,17.12,0.99,2.48,2.23,11.17,4.96,,,,
88,14,0.4101382488479263,897,0.4568,0.0,0.0,0.0,0.0,0.0,0.0,0.4568,0.0,18.63,4.6,1.93,1.18,0.86,15.95,1.71,2.78,4.18,10.06,8.89,,,,
25,8,0.4191919191919192,284,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,15.89,5.3,1.87,1.87,1.87,16.51,3.12,4.67,3.12,13.08,5.61,,,,
17,10,0.3798076923076923,312,0.6912,0.0,0.0,0.0,0.0,0.0,0.0,0.5694,0.0,20.83,2.6,3.65,1.04,1.56,11.98,0.52,7.81,6.77,7.81,4.17,,,,
79,26,0.4087523277467411,1593,0.26785000000000003,0.0,0.0,0.0,0.3479,0.2813,0.0,0.2883,0.0,14.02,6.67,1.11,1.78,0.44,13.79,0.89,1.78,4.78,9.12,7.01,,,,
41,9,0.3743409490333919,745,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,21.67,5.0,2.08,3.33,0.42,7.92,1.46,4.38,6.25,6.46,5.21,,,,
5,4,0.4705882352941176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,16.67,0.0,,,,
35,6,0.3516483516483517,3512,0.0,0.0,0.0,0.0,0.0,0.5375,0.0,0.0,0.0,25.6,3.83,0.96,0.72,0.96,12.92,0.96,3.11,5.74,6.22,5.98,,,,
24,5,0.4329411764705882,338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,6.41,0.0,0.84,2.79,15.88,1.95,1.95,6.96,8.08,5.57,,,,
30,9,0.35674157303370785,562,0.4508,0.0,0.0,0.0,0.0,0.5634,0.0,0.4508,0.0,20.13,3.57,0.65,3.25,1.3,11.36,1.62,2.27,3.25,10.06,8.12,,,,
34,32,0.3784461152882205,515,0.4508,0.0,0.0,0.76,0.0,0.0,0.0,0.4508,0.0,17.8,5.5,1.29,0.32,0.32,13.59,1.94,2.59,5.18,13.27,2.91,,,,
6,5,0.4545454545454545,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,,,,
63,48,0.16047904191616766,9357,0.5927,0.0,0.0,0.0,0.0,0.0,0.0,0.5927,0.0,23.3,1.79,0.0,1.43,2.51,6.63,0.36,2.87,0.54,1.97,1.61,,,,
18,6,0.41935483870967744,589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.84,4.43,1.27,2.53,1.9,13.92,1.27,2.85,7.28,5.7,5.38,,,,
20,3,0.3402777777777778,466,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,18.75,5.08,0.78,1.17,5.47,17.19,1.17,1.17,5.47,3.91,5.86,,,,
14,160,0.3420195439739413,409,0.1893,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.0,17.78,2.96,0.37,5.93,1.11,14.44,1.48,5.19,5.56,4.81,10.0,,,,
32,33,0.3896103896103896,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2397,0.0,11.29,3.23,0.0,1.61,0.0,16.13,4.84,1.61,4.84,8.06,4.84,,,,
75,14,0.4545454545454545,1232,0.522,0.0,0.0,0.0,0.0,0.0,0.0,0.522,0.0,12.93,6.33,1.85,1.67,3.17,15.39,1.93,4.4,4.13,10.47,5.45,,,,
27,9,0.3565459610027855,358,0.0,0.0,0.0,0.0,0.4508,0.4586,0.0,0.0,0.0,21.26,3.99,1.33,2.33,2.99,21.26,1.0,2.66,7.31,5.65,8.64,,,,
31,6,0.4419134396355353,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,4.95,2.08,2.34,1.3,14.58,0.0,3.39,2.86,9.9,9.38,,,,
149,27,0.4587257617728532,2601,0.0,0.0,0.0,0.0,0.0,0.48955,0.0,0.0,0.4539,15.5,8.87,2.05,2.6,2.42,19.47,1.67,1.61,4.4,11.84,5.15,,,,
58,8,0.35479041916167664,3026,0.4508,0.0,0.0,0.5569,0.0,0.4982,0.0,0.4508,0.0,22.17,6.08,1.97,6.9,0.16,15.6,0.49,0.16,4.27,6.08,6.9,,,,
54,202,0.2927007299270073,3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.38,4.87,0.46,7.53,0.91,11.71,0.15,5.7,2.13,4.41,3.42,,,,
68,27,0.4062838569880824,898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2966,0.0,14.02,5.96,0.62,3.85,1.12,16.38,1.86,2.48,7.07,10.17,7.2,,,,
42,11,0.29699248120300753,911,0.86225,0.0,0.0,0.0,0.0,0.0,0.0,0.86225,0.0,24.94,5.18,1.41,6.82,1.18,5.88,0.94,2.82,4.47,5.88,8.24,,,,
8,72,0.42028985507246375,151,0.5788,0.0,0.0,0.0,0.0,0.4939,0.0,0.5788,0.0,20.61,3.82,0.0,1.53,3.05,6.87,3.05,3.05,8.4,3.82,7.63,,,,
121,110,0.4149908592321755,3012,0.4508,0.0,0.0,0.0,0.0,0.53905,0.0,0.4508,0.0,19.66,6.85,2.32,1.41,1.41,17.64,0.91,1.81,7.96,5.04,7.46,,,,
81,11,0.4117647058823529,615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.59,5.09,2.26,5.2,1.02,10.07,2.26,1.7,2.49,12.33,5.43,,,,
66,12,0.40631808278867104,841,0.4508,0.0,0.0,0.0,0.0,0.5387,0.0,0.4508,0.0,17.04,7.15,1.56,1.17,1.17,17.69,1.69,2.86,5.72,8.58,5.98,,,,
34,10,0.3870192307692308,1425,0.4508,0.0,0.0,0.0,0.0,0.5198,0.0,0.4508,0.0,20.75,4.31,1.62,2.16,1.62,12.94,1.62,3.77,3.23,7.28,5.93,,,,
40,18,0.43683083511777293,412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884,0.0,16.67,5.05,0.25,1.26,1.77,16.16,0.76,5.05,3.79,12.12,4.04,,,,
30,4,0.3640552995391705,1476,0.4508,0.0,0.0,0.0,0.0,0.49,0.0,0.4508,0.0,19.79,3.91,1.3,2.34,2.6,16.93,1.04,4.17,4.17,8.33,7.55,,,,
19,2,0.3438256658595641,726,0.0,0.0,0.0,0.5726,0.0,0.0,0.0,0.0,0.0,22.19,5.33,0.59,3.85,0.59,14.2,0.89,3.55,5.33,5.92,5.03,,,,
6,59,0.415929203539823,225,0.63385,0.0,0.0,0.0,0.0,0.0,0.0,0.63385,0.0,12.96,6.48,0.0,1.85,0.93,12.04,0.0,10.19,3.7,3.7,7.41,,,,
61,47,0.3166953528399312,2174,0.5353,0.0,0.0,0.0,0.0,0.5071,0.0,0.5353,0.0,27.36,1.85,0.74,1.66,2.77,5.55,0.18,4.25,3.7,2.96,6.84,,,,
40,17,0.3395225464190981,648,0.5145,0.0,0.0,0.0,0.0,0.0,0.0,0.5145,0.0,20.36,3.65,0.61,4.26,2.13,10.94,0.3,3.95,5.78,5.78,5.47,,,,
9,162,0.38170347003154576,755,0.702625,0.0,0.0,0.0,0.0,0.0,0.0,0.702625,0.0,20.98,7.34,2.1,3.85,0.7,10.49,0.35,3.5,5.24,4.55,7.34,,,,
34,10,0.378076062639821,668,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,23.31,4.26,0.75,1.5,1.25,10.03,0.75,3.76,6.02,5.26,7.77,,,,
20,148,0.4233128834355828,514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.49,3.86,0.7,1.05,5.61,14.39,0.7,3.51,4.91,9.47,5.61,,,,
3,2,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,,,,
34,14,0.3934108527131783,849,0.564,0.0,0.0,0.5119,0.0,0.0,0.0,0.564,0.0,22.73,4.98,1.3,0.87,2.16,10.39,0.22,2.6,2.6,8.01,5.63,,,,
35,36,0.3857142857142857,79,0.4508,0.0,0.0,0.0,0.0,0.5945,0.0,0.4508,0.0,24.59,8.2,1.64,4.92,0.0,18.03,0.0,3.28,6.56,4.92,4.92,,,,
11,2,0.3782771535580524,350,0.0,0.0,0.0,0.8015,0.0,0.0,0.0,0.0,0.0,29.91,5.13,1.28,0.0,2.56,13.25,1.71,0.43,2.56,11.97,4.7,,,,
98,83,0.4475218658892128,728,0.5211,0.0,0.0,0.0,0.0,0.0,0.0,0.5211,0.0,15.2,4.89,1.75,1.05,0.26,17.29,2.53,4.8,6.81,13.1,4.89,,,,
33,17,0.41118421052631576,434,0.5157,0.0,0.0,0.0,0.0,0.0,0.0,0.5157,0.0,14.65,3.66,1.1,1.83,1.1,16.85,1.47,2.93,3.3,10.62,4.4,,,,
90,21,0.3810945273631841,782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,4.26,1.18,2.01,1.89,14.56,1.3,3.2,4.26,8.17,8.4,,,,
28,4,0.3735763097949886,466,0.4508,0.0,0.0,0.0,0.0,0.4508,0.0,0.4508,0.0,22.75,5.9,0.84,1.97,1.12,17.13,4.21,2.25,6.18,11.24,5.9,,,,
80,30,0.3612273361227336,4984,0.0,0.0,0.0,0.0,0.0,0.4555,0.0,0.0,0.0,19.4,6.72,2.09,3.88,0.6,18.06,0.75,4.03,5.97,4.33,6.57,,,,
21,151,0.4245810055865922,852,0.5656,0.0,0.0,0.0,0.0,0.0,0.0,0.5656,0.0,20.33,3.67,2.0,1.67,1.67,11.0,0.67,2.33,2.33,8.33,5.67,,,,
47,7,0.4038727524204703,864,0.5071,0.0,0.0,0.0,0.0,0.0,0.0,0.5071,0.0,16.3,5.88,1.01,1.34,0.67,11.26,0.67,2.86,4.37,12.61,8.24,,,,
18,4,0.40540540540540543,199,0.5088,0.0,0.0,0.0,0.0,0.0,0.0,0.5088,0.0,12.36,6.18,1.93,3.09,0.39,17.76,1.54,4.25,7.34,10.42,4.63,,,,
25,3,0.372093023255814,359,0.0,0.1637,0.0,0.0,0.1949,0.0,0.5805,0.3197,0.0,18.75,4.78,0.74,1.47,2.57,12.13,1.47,4.04,2.94,13.6,4.41,,,,
55,14,0.33800623052959494,2566,0.0,0.0,0.0,0.0,0.0,0.526475,0.0,0.0,0.0,20.73,5.4,0.52,1.57,0.7,12.02,0.0,3.66,4.53,6.62,5.23,,,,
14,115,0.3644859813084112,430,0.5599999999999999,0.0,0.0,0.5280333333333334,0.0,0.4752,0.0,0.5599999999999999,0.0,20.51,3.59,0.51,2.05,3.08,10.26,0.51,3.59,3.59,10.26,7.69,,,,
24,7,0.3736654804270463,435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.67,6.64,1.24,2.49,0.0,12.86,0.83,3.73,9.13,6.64,7.47,,,,
18,4,0.3784722222222222,782,0.0,0.0,0.0,0.0,0.0,0.52305,0.0,0.0,0.0,21.05,5.26,0.4,4.05,0.4,14.98,0.4,2.83,4.86,9.72,11.34,,,,
24,4,0.3887147335423197,2926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96,4.12,0.0,2.75,0.69,13.4,0.0,2.41,6.87,4.81,7.9,,,,
10,4,0.3372093023255814,305,0.6438,0.0,0.0,0.0,0.0,0.0,0.0,0.6438,0.0,13.01,4.79,0.0,0.68,0.68,15.07,2.74,9.59,5.48,13.7,2.74,,,,
25,7,0.3661971830985916,385,0.4508,0.0,0.0,0.0,0.0,0.4955,0.0,0.4508,0.0,13.06,2.86,1.22,3.27,1.63,13.88,0.0,2.86,4.49,8.57,7.35,,,,
11,113,0.42,261,0.0,0.0,0.0,0.4618,0.0,0.6144,0.0,0.0,0.4508,16.82,5.0,0.91,0.91,0.91,14.09,1.36,0.91,2.73,17.73,4.55,,,,
21,5,0.4080188679245283,610,0.0,0.0,0.0,0.0,0.0,0.614,0.0,0.0,0.0,17.23,10.73,1.13,0.85,5.08,12.71,3.95,2.82,4.52,9.6,3.67,,,,
9,94,0.44036697247706413,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,6.25,0.52,1.56,1.04,25.0,2.08,2.08,9.38,4.17,5.73,,,,
19,127,0.4320241691842901,162,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,15.36,6.74,4.87,1.87,0.37,18.35,1.5,4.49,10.11,10.11,7.49,,,,
7,48,0.4646464646464646,79,0.4883333333333333,0.0,0.0,0.0,0.0,0.4508,0.0,0.4883333333333333,0.0,14.74,7.37,0.0,1.05,0.0,9.47,1.05,1.05,2.11,11.58,6.32,,,,
37,282,0.3346693386773547,3958,0.4508,0.0,0.0,0.0,0.5846,0.483,0.0,0.4508,0.0,22.52,5.08,1.55,1.77,2.43,11.92,1.77,2.65,6.18,5.96,8.39,,,,
38,10,0.4123505976095618,1073,0.4508,0.0,0.0,0.0,0.0,0.4829,0.0,0.4508,0.0,18.84,7.67,0.47,1.4,1.16,19.3,1.4,1.63,2.79,10.93,4.42,,,,
13,6,0.33125,118,0.889,0.0,0.0,0.5071,0.0,0.0,0.0,0.7617,0.4508,23.85,4.62,0.77,2.31,0.0,10.0,4.62,2.31,1.54,7.69,5.38,,,,
20,7,0.4399141630901288,221,0.6768,0.0,0.0,0.0,0.0,0.0,0.0,0.6768,0.0,16.36,6.07,2.37,1.32,1.32,17.68,2.11,3.96,2.11,14.78,6.07,,,,
33,10,0.4387990762124711,5478,0.0,0.0,0.0,0.0,0.0,0.4534,0.0,0.0,0.4508,20.39,4.18,1.72,3.44,1.23,12.53,2.21,2.21,3.93,10.07,5.16,,,,
56,18,0.38975155279503104,1297,0.0,0.0,0.0,0.4887,0.4508,0.0,0.0,0.0,0.0,28.74,5.51,0.34,0.17,2.24,15.66,1.2,3.96,3.44,7.75,2.41,,,,
39,10,0.3763837638376384,824,0.0,0.0,0.5271,0.5271,0.0,0.0,0.0,0.0,0.0,20.21,6.67,0.21,3.12,1.25,11.46,0.83,2.71,4.38,8.54,8.96,,,,
7,1,0.3879310344827586,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.81,6.93,0.0,5.94,3.96,14.85,0.0,0.0,2.97,12.87,4.95,,,,
30,4,0.3712984054669704,391,0.5756,0.0,0.0,0.0,0.0,0.0,0.0,0.5756,0.0,17.6,6.45,2.05,3.23,2.05,9.68,2.05,5.57,5.28,10.26,3.52,,,,
46,12,0.3907637655417407,972,0.0,0.0,0.0,0.0,0.2139,0.0,0.0,0.3904,0.0,22.38,6.14,1.98,2.38,1.39,15.84,1.19,2.97,3.76,8.12,9.9,,,,
53,56,0.3813559322033898,225,0.4508,0.0,0.0,0.0,0.0,0.569,0.0,0.4508,0.0,12.87,5.94,0.99,4.95,0.0,18.81,0.0,3.96,3.96,11.88,10.89,,,,
57,15,0.3981900452488688,1215,0.0,0.0,0.0,0.0,0.0,0.5093,0.0,0.0,0.0,17.46,6.04,0.82,5.55,0.65,13.87,0.33,1.47,1.79,7.01,9.46,,,,
112,77,0.3812316715542522,3682,0.4834,0.0,0.0,0.0,0.0,0.0,0.0,0.4834,0.0,19.34,4.57,1.06,1.17,1.38,15.2,0.74,4.78,5.84,9.25,8.4,,,,
24,23,0.463768115942029,57,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.4508,11.76,15.69,3.92,3.92,0.0,21.57,0.0,3.92,5.88,11.76,17.65,,,,
5,2,0.3559322033898305,71,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,20.83,9.38,1.04,0.0,2.08,5.21,2.08,1.04,3.12,12.5,0.0,,,,
84,31,0.33203125,1017,0.5096499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5096499999999999,0.0,21.22,6.2,1.67,1.19,2.38,14.06,1.31,4.65,5.13,8.1,6.2,,,,
42,19,0.3235294117647059,800,0.0,0.0,0.0,0.5315,0.0,0.5125416666666667,0.0,0.0,0.0,28.46,3.66,1.04,1.83,3.92,13.32,0.52,5.22,4.18,5.74,3.13,,,,
28,4,0.4765625,310,0.0,0.0,0.0,0.0,0.0,0.5313,0.0,0.0,0.0,14.51,7.72,1.85,1.23,0.31,21.91,1.85,2.16,4.01,15.12,5.86,,,,
34,19,0.3377049180327869,2895,0.0,0.0,0.0,0.6574,0.0,0.0,0.0,0.0,0.0,19.24,5.68,0.32,2.84,0.0,7.89,0.32,4.42,4.1,0.95,9.46,,,,
29,30,0.35294117647058826,101,0.4508,0.0,0.0,0.0,0.0,0.7282,0.0,0.4508,0.0,38.78,8.16,0.0,4.08,0.0,4.08,0.0,0.0,6.12,4.08,12.24,,,,
29,5,0.3739837398373984,516,0.2124,0.0,0.0,0.0,0.3586,0.0,0.0,0.4561,0.0,22.96,5.03,0.31,0.63,2.52,13.84,2.52,1.89,2.52,11.95,5.03,,,,
39,7,0.34573304157549234,677,0.5667,0.0,0.0,0.0,0.0,0.4496,0.0,0.5667,0.0,22.82,4.37,1.46,3.88,0.73,6.8,0.0,2.91,2.43,6.8,10.92,,,,
58,53,0.4146868250539957,1042,0.523,0.0,0.0,0.0,0.0,0.4663,0.0,0.523,0.0,18.14,4.88,0.7,2.09,0.23,22.33,0.23,3.72,4.88,8.6,8.14,,,,
44,10,0.4140480591497228,973,0.0,0.0,0.0,0.0,0.2943,0.1755,0.0,0.3729,0.0,16.25,6.46,0.0,3.33,1.67,13.54,0.83,1.46,1.25,12.08,5.42,,,,
95,36,0.3590772316950853,956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02,5.54,1.06,3.3,0.0,21.91,1.77,2.59,3.89,5.18,6.01,,,,
15,2,0.3619909502262443,349,0.482375,0.0,0.0,0.518,0.0,0.4508,0.0,0.482375,0.0,16.24,6.09,1.52,3.05,0.51,13.2,0.51,3.55,5.58,2.54,7.61,,,,
35,6,0.4125874125874126,574,0.4743,0.0,0.0,0.0,0.0,0.0,0.0,0.4743,0.0,19.6,6.46,1.62,1.62,0.61,13.54,1.21,1.82,6.26,9.49,9.49,,,,
21,8,0.4078947368421053,375,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,20.75,9.43,0.54,1.35,2.16,13.48,1.08,1.62,4.58,11.05,8.36,,,,
29,243,0.41544117647058826,804,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.0,21.78,6.77,2.11,1.27,0.42,12.47,1.48,1.27,3.38,9.3,3.59,,,,
46,30,0.3297180043383948,693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,2.02,0.25,4.53,0.0,11.84,0.5,1.01,2.52,7.56,7.3,,,,
39,16,0.3885350318471338,849,0.5157666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5157666666666667,0.0,17.85,5.28,1.64,1.82,1.82,12.93,1.46,4.19,6.01,4.55,7.29,,,,
57,251,0.10743061772605192,23776,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.546,0.0,26.32,1.86,0.55,11.62,1.32,9.76,0.33,0.55,1.54,5.48,9.76,,,,
26,5,0.42857142857142855,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.81,7.1,0.65,0.97,0.97,20.32,2.58,2.9,4.52,12.26,7.1,,,,
21,8,0.35668789808917195,339,0.4508,0.0,0.0,0.0,0.0,0.5899,0.0,0.4508,0.0,21.24,5.41,0.39,2.32,5.41,13.51,1.54,5.02,2.7,10.81,4.63,,,,
19,4,0.3276595744680851,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92,6.39,0.46,4.11,0.0,16.89,0.91,0.46,5.48,3.2,13.24,,,,
29,5,0.3873370577281192,496,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,21.68,5.31,1.11,1.55,1.55,13.5,1.33,3.1,7.3,8.19,5.75,,,,
74,29,0.3884615384615385,948,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,18.48,6.02,0.72,0.57,0.72,14.04,1.0,2.72,4.15,8.17,7.74,,,,
9,2,0.4106280193236715,580,0.0,0.0,0.0,0.0,0.4131,0.2285,0.0,0.3099,0.0,19.44,7.78,0.56,1.11,1.67,15.56,1.11,0.0,10.0,6.67,7.22,,,,
19,9,0.3333333333333333,564,0.0,0.0,0.0,0.0,0.0,0.4754,0.0,0.0,0.0,25.98,4.41,0.49,4.9,0.98,11.76,0.49,1.96,2.45,7.84,4.41,,,,
23,11,0.35231316725978645,539,0.0,0.0,0.0,0.0,0.0,0.4848,0.0,0.0,0.0,17.37,3.81,0.42,3.81,2.12,13.56,0.42,2.54,5.51,7.63,7.2,,,,
100,77,0.366369710467706,4239,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,19.64,4.08,1.15,5.1,0.51,16.58,1.28,4.08,7.02,6.25,11.1,,,,
4,33,0.4117647058823529,47,0.4508,0.0,0.0,0.5205,0.0,0.4508,0.0,0.4508,0.0,12.31,0.0,1.54,4.62,0.0,21.54,0.0,1.54,6.15,12.31,6.15,,,,
9,5,0.3986928104575164,106,0.8473,0.0,0.0,0.4848,0.0,0.0,0.0,0.756675,0.4508,26.15,5.38,2.31,1.54,1.54,8.46,3.85,0.0,0.77,13.08,0.77,,,,
18,199,0.3094555873925501,675,0.4508,0.0,0.0,0.6619,0.0,0.0,0.0,0.4508,0.0,28.39,3.55,0.65,1.29,0.65,11.61,0.65,5.16,5.16,1.61,8.71,,,,
79,14,0.4132149901380671,1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74,4.57,1.78,1.78,1.11,13.71,0.78,2.79,6.35,7.8,6.69,,,,
159,38,0.3162939297124601,3415,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,19.16,5.01,1.17,5.5,2.9,8.47,1.48,1.42,1.79,6.8,3.52,,,,
117,46,0.33725202057310805,1775,0.0,0.0,0.0,0.0,0.0,0.5386333333333333,0.0,0.0,0.0,24.86,4.17,1.48,2.6,3.9,9.83,1.02,2.41,2.69,9.83,5.75,,,,
115,99,0.3803611738148984,2513,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,17.41,3.97,0.77,2.69,2.82,14.72,0.9,3.84,7.3,6.27,6.66,,,,
19,2,0.39954853273137697,1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16,4.47,1.58,1.05,2.89,15.53,0.26,5.26,2.11,8.95,6.32,,,,
12,3,0.365,289,0.0,0.0,0.0,0.0,0.0,0.4707,0.0,0.0,0.0,19.39,7.88,0.61,1.21,1.82,11.52,1.21,2.42,4.85,8.48,8.48,,,,
40,7,0.3636363636363637,712,0.6483,0.0,0.0,0.0,0.0,0.0,0.0,0.6483,0.0,20.56,5.74,2.78,3.33,0.93,9.26,0.74,5.0,5.19,8.7,5.0,,,,
36,7,0.3801652892561984,681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2965,0.0,15.79,5.26,2.01,2.51,2.51,13.03,0.25,1.75,4.76,9.02,7.52,,,,
64,42,0.2724968314321927,482,0.4829,0.0,0.0,0.0,0.0,0.0,0.0,0.4829,0.0,17.04,3.66,1.43,4.46,2.39,12.1,1.11,4.46,5.1,3.82,7.17,,,,
26,177,0.4019607843137255,331,0.5017,0.0,0.0,0.0,0.0,0.0,0.0,0.5017,0.0,16.52,4.8,0.6,2.1,1.2,14.41,1.8,5.71,9.61,10.21,10.81,,,,
25,8,0.42297650130548303,468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82,5.28,2.35,1.76,2.35,16.13,1.47,2.05,2.93,10.85,5.57,,,,
34,7,0.3826086956521739,471,0.4508,0.0,0.0,0.0,0.0,0.5154,0.0,0.4508,0.0,16.4,5.56,2.91,1.32,3.44,16.67,0.53,5.03,3.17,9.26,6.08,,,,
10,5,0.3594771241830065,168,0.7874,0.0,0.0,0.4848,0.0,0.0,0.0,0.71175,0.4508,28.46,6.15,0.77,0.0,2.31,9.23,4.62,0.0,0.77,6.15,1.54,,,,
7,6,0.5555555555555556,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,5.88,0.0,0.0,0.0,11.76,0.0,5.88,11.76,11.76,0.0,,,,
15,3,0.3349056603773585,440,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,20.63,4.23,2.12,1.06,3.17,12.7,1.59,7.94,1.59,11.11,4.76,,,,
13,145,0.40236686390532544,861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11,4.56,1.75,1.05,0.7,5.96,1.75,1.05,2.81,9.82,6.32,,,,
29,8,0.3536036036036036,882,0.0,0.0,0.0,0.0,0.0,0.4713,0.0,0.0,0.0,20.31,5.47,1.3,2.08,1.04,15.62,0.52,2.6,4.95,5.73,6.77,,,,
85,23,0.3539906103286385,2825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,5.43,1.49,2.98,1.17,13.3,0.32,3.09,7.87,3.09,6.17,,,,
33,3,0.37659963436928706,408,0.4621,0.0,0.0,0.0,0.0,0.4492,0.0,0.4621,0.0,16.39,4.68,0.47,3.51,0.94,18.97,2.58,2.81,5.15,8.9,7.03,,,,
80,32,0.35470941883767537,2433,0.0,0.0,0.0,0.0,0.0,0.5117,0.0,0.0,0.0,25.77,5.02,1.03,7.18,0.0,12.54,0.46,1.03,3.08,5.13,4.56,,,,
