,TF,Bigram TF,No. of Stop_words,Out of Context,"Arts, Culture, Entertainment, Sports",Conspiracy,Business and Industrial,"economy, business and finance",Religion and belief,"Law, Government and Politics",Education,Technology and Computing,Science,Sixltr,conj,interrog,number,negemo,social,certain,percept,focuspast,focuspresent,time,ORG,PERSON,GPE
402,0.0,0,0.2692307692307692,202.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,27.91,4.65,0.0,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.0,2.0,1.0
403,0.0,0,0.2692307692307692,202.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,27.91,4.65,0.0,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.0,2.0,1.0
404,0.0,0,0.2692307692307692,202.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,27.91,4.65,0.0,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.0,2.0,1.0
405,0.0,0,0.2692307692307692,202.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,27.91,4.65,0.0,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.0,2.0,1.0
406,0.0,0,0.2692307692307692,202.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0,0.0,27.91,4.65,0.0,4.65,0.0,4.65,0.0,0.0,6.98,0.0,6.98,2.0,2.0,1.0
407,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
408,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
409,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
410,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
411,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
412,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
413,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
414,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
415,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
416,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
417,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
418,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
419,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
420,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
421,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
422,0.0,0,0.40425531914893614,74.0,0.0,0.0,0.5186666666666666,0.5017,0.0,0.0,0.0,0.0,0.4508,24.39,4.88,0.0,0.0,2.44,7.32,0.0,4.88,7.32,2.44,7.32,1.0,0.0,0.0
423,6.0,1,0.39436619718309857,189.0,0.0,0.0,0.0,0.5095000000000001,0.0,0.0,0.0,0.5095000000000001,0.4508,17.19,6.25,1.56,1.56,0.0,12.5,0.0,6.25,10.94,6.25,4.69,1.0,0.0,0.0
424,6.0,1,0.39436619718309857,189.0,0.0,0.0,0.0,0.5095000000000001,0.0,0.0,0.0,0.5095000000000001,0.4508,17.19,6.25,1.56,1.56,0.0,12.5,0.0,6.25,10.94,6.25,4.69,1.0,0.0,0.0
425,6.0,1,0.39436619718309857,189.0,0.0,0.0,0.0,0.5095000000000001,0.0,0.0,0.0,0.5095000000000001,0.4508,17.19,6.25,1.56,1.56,0.0,12.5,0.0,6.25,10.94,6.25,4.69,1.0,0.0,0.0
426,6.0,1,0.39436619718309857,189.0,0.0,0.0,0.0,0.5095000000000001,0.0,0.0,0.0,0.5095000000000001,0.4508,17.19,6.25,1.56,1.56,0.0,12.5,0.0,6.25,10.94,6.25,4.69,1.0,0.0,0.0
427,6.0,1,0.39436619718309857,189.0,0.0,0.0,0.0,0.5095000000000001,0.0,0.0,0.0,0.5095000000000001,0.4508,17.19,6.25,1.56,1.56,0.0,12.5,0.0,6.25,10.94,6.25,4.69,1.0,0.0,0.0
428,0.0,0,0.29411764705882354,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,12.5,6.25,6.25,1.0,2.0,0.0
429,0.0,0,0.29411764705882354,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,12.5,6.25,6.25,1.0,2.0,0.0
430,0.0,0,0.29411764705882354,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,12.5,6.25,6.25,1.0,2.0,0.0
431,0.0,0,0.29411764705882354,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,12.5,6.25,6.25,1.0,2.0,0.0
432,0.0,0,0.29411764705882354,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,12.5,6.25,6.25,1.0,2.0,0.0
433,0.0,0,0.29411764705882354,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,12.5,6.25,6.25,1.0,2.0,0.0
434,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
435,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
436,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
437,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
438,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
439,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
440,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
441,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
442,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
443,0.0,0,0.35,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0
444,0.0,0,0.4,18.0,0.0,0.0,0.0,0.4646,0.4759,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,1.0,0.0,0.0
445,0.0,0,0.4,18.0,0.0,0.0,0.0,0.4646,0.4759,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,1.0,0.0,0.0
446,0.0,0,0.4,18.0,0.0,0.0,0.0,0.4646,0.4759,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,1.0,0.0,0.0
447,0.0,0,0.4,18.0,0.0,0.0,0.0,0.4646,0.4759,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,1.0,0.0,0.0
448,0.0,0,0.4,18.0,0.0,0.0,0.0,0.4646,0.4759,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,1.0,0.0,0.0
449,0.0,0,0.4,18.0,0.0,0.0,0.0,0.4646,0.4759,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,1.0,0.0,0.0
450,0.0,0,0.4,18.0,0.0,0.0,0.0,0.4646,0.4759,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,1.0,0.0,0.0
451,0.0,0,0.4,18.0,0.0,0.0,0.0,0.4646,0.4759,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,4.35,8.7,4.35,8.7,1.0,0.0,0.0
452,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
453,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
454,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
455,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
456,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
457,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
458,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
459,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
460,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
461,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
462,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
463,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
464,2.0,0,0.4444444444444444,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,2.86,0.0,11.43,0.0,11.43,0.0,0.0,5.71,2.86,5.71,1.0,1.0,0.0
465,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
466,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
467,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
468,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
469,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
470,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
471,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
472,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
473,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
474,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
475,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
476,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
477,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
478,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
479,0.0,0,0.3870967741935484,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,10.34,0.0,10.34,0.0,6.9,0.0,0.0,6.9,0.0,20.69,1.0,0.0,0.0
480,0.0,0,0.3703703703703704,35.0,0.4508,0.0,0.0,0.5499499999999999,0.0,0.0,0.0,0.5169,0.4508,28.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,1.0,0.0,0.0
481,0.0,0,0.3703703703703704,35.0,0.4508,0.0,0.0,0.5499499999999999,0.0,0.0,0.0,0.5169,0.4508,28.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,1.0,0.0,0.0
482,0.0,0,0.3703703703703704,35.0,0.4508,0.0,0.0,0.5499499999999999,0.0,0.0,0.0,0.5169,0.4508,28.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,1.0,0.0,0.0
483,0.0,0,0.3703703703703704,35.0,0.4508,0.0,0.0,0.5499499999999999,0.0,0.0,0.0,0.5169,0.4508,28.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,1.0,0.0,0.0
484,0.0,0,0.3703703703703704,35.0,0.4508,0.0,0.0,0.5499499999999999,0.0,0.0,0.0,0.5169,0.4508,28.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,1.0,0.0,0.0
485,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
486,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
487,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
488,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
489,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
490,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
491,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
492,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
493,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
494,0.0,0,0.32142857142857145,38.0,0.4508,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,22.22,3.7,0.0,3.7,0.0,3.7,0.0,3.7,7.41,0.0,7.41,2.0,0.0,0.0
495,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
496,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
497,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
498,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
499,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
500,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
501,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
502,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
503,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
504,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
505,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
506,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
507,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
508,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
509,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
510,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
511,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
512,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
513,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
514,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
515,0.0,0,0.4,2.0,0.14970999999999998,0.0,0.0,0.0,0.10465999999999999,0.0,0.0,0.150925,0.0,33.33,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
516,1.0,0,0.29411764705882354,4.0,0.08532000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.09011,0.0,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,1.0,0.0,0.0
517,1.0,0,0.29411764705882354,4.0,0.08532000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.09011,0.0,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,1.0,0.0,0.0
518,1.0,0,0.29411764705882354,4.0,0.08532000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.09011,0.0,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,1.0,0.0,0.0
519,1.0,0,0.29411764705882354,4.0,0.08532000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.09011,0.0,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,1.0,0.0,0.0
520,1.0,0,0.29411764705882354,4.0,0.08532000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.09011,0.0,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,1.0,0.0,0.0
